occ,naq,bre,hdf,pll,nor,pac,cor
0.092,0.342,0.863,0.862,0.986,0.679,0.006,0.016
0.062,0.342,0.852,0.861,0.954,0.548,0.026,0.018
0.111,0.351,0.886,0.861,0.721,0.425,0.084,0.03
0.14,0.41,0.893,0.87,0.962,0.283,0.197,0.05
0.237,0.513,0.901,0.87,0.973,0.199,0.334,0.075
0.454,0.615,0.892,0.858,0.929,0.132,0.479,0.097
0.8,0.779,0.838,0.842,0.99,0.116,0.592,0.114
0.944,0.887,0.708,0.846,0.979,0.154,0.671,0.119
0.987,0.911,0.627,0.83,0.975,0.229,0.714,0.126
0.99,0.902,0.717,0.806,0.982,0.263,0.762,0.144
0.99,0.897,0.798,0.844,0.988,0.225,0.796,0.159
0.99,0.922,0.842,0.841,0.989,0.243,0.816,0.177
0.99,0.98,0.868,0.798,0.988,0.342,0.837,0.221
0.991,0.983,0.883,0.683,0.985,0.437,0.832,0.292
0.99,0.961,0.889,0.571,0.977,0.516,0.767,0.333
0.985,0.943,0.891,0.606,0.954,0.671,0.675,0.373
0.975,0.928,0.9,0.62,0.92,0.773,0.565,0.411
0.958,0.931,0.914,0.571,0.873,0.801,0.579,0.512
0.925,0.944,0.931,0.434,0.833,0.826,0.844,0.592
0.872,0.955,0.94,0.301,0.885,0.876,0.963,0.649
0.773,0.963,0.94,0.231,0.933,0.91,0.959,0.724
0.66,0.976,0.945,0.184,0.961,0.896,0.962,0.74
0.502,0.985,0.945,0.173,0.959,0.843,0.971,0.749
0.454,0.989,0.931,0.199,0.946,0.79,0.973,0.863
0.328,0.99,0.928,0.242,0.936,0.729,0.963,0.896
0.354,0.99,0.923,0.248,0.928,0.723,0.949,0.903
0.429,0.987,0.917,0.204,0.923,0.758,0.918,0.888
0.412,0.986,0.923,0.158,0.929,0.787,0.829,0.878
0.337,0.989,0.937,0.147,0.944,0.836,0.725,0.875
0.257,0.991,0.939,0.148,0.961,0.837,0.687,0.858
0.25,0.989,0.923,0.188,0.981,0.774,0.697,0.798
0.261,0.987,0.869,0.241,0.988,0.714,0.78,0.755
0.199,0.989,0.789,0.365,0.99,0.753,0.869,0.748
0.164,0.99,0.712,0.529,0.99,0.812,0.925,0.754
0.105,0.978,0.671,0.625,0.988,0.857,0.949,0.749
0.075,0.948,0.659,0.656,0.991,0.869,0.943,0.766
0.14,0.918,0.62,0.653,0.99,0.849,0.938,0.812
0.257,0.89,0.561,0.61,0.986,0.811,0.938,0.867
0.373,0.858,0.498,0.539,0.978,0.776,0.948,0.913
0.437,0.805,0.432,0.454,0.981,0.779,0.963,0.932
0.463,0.722,0.401,0.399,0.979,0.815,0.975,0.944
0.41,0.615,0.386,0.409,0.971,0.839,0.986,0.96
0.314,0.508,0.361,0.432,0.967,0.857,0.99,0.965
0.296,0.387,0.311,0.434,0.966,0.847,0.991,0.961
0.358,0.277,0.274,0.407,0.969,0.84,0.99,0.956
0.439,0.201,0.263,0.373,0.966,0.832,0.989,0.949
0.488,0.15,0.291,0.325,0.946,0.812,0.986,0.944
0.376,0.11,0.334,0.283,0.922,0.771,0.984,0.933
0.255,0.093,0.366,0.24,0.895,0.713,0.984,0.891
0.226,0.088,0.381,0.208,0.865,0.658,0.988,0.797
0.214,0.078,0.395,0.203,0.837,0.566,0.99,0.668
0.199,0.066,0.411,0.237,0.816,0.484,0.99,0.56
0.206,0.064,0.452,0.301,0.805,0.387,0.99,0.573
0.216,0.078,0.513,0.357,0.813,0.29,0.991,0.673
0.207,0.101,0.559,0.382,0.848,0.209,0.991,0.73
0.181,0.124,0.554,0.382,0.887,0.128,0.991,0.762
0.215,0.153,0.579,0.388,0.926,0.065,0.99,0.76
0.245,0.183,0.625,0.407,0.947,0.024,0.989,0.723
0.218,0.208,0.675,0.444,0.959,0.008,0.988,0.694
0.229,0.222,0.68,0.529,0.965,0.022,0.987,0.7
0.292,0.221,0.664,0.635,0.963,0.051,0.987,0.738
0.274,0.228,0.642,0.723,0.944,0.076,0.986,0.758
0.242,0.229,0.652,0.805,0.924,0.096,0.983,0.747
0.34,0.221,0.687,0.835,0.903,0.123,0.976,0.714
0.515,0.222,0.702,0.809,0.877,0.147,0.971,0.658
0.671,0.244,0.727,0.82,0.852,0.176,0.963,0.574
0.748,0.299,0.77,0.856,0.825,0.219,0.949,0.488
0.77,0.394,0.772,0.879,0.789,0.274,0.919,0.407
0.776,0.499,0.784,0.868,0.76,0.36,0.886,0.329
0.779,0.571,0.809,0.837,0.736,0.484,0.853,0.26
0.804,0.601,0.836,0.811,0.74,0.582,0.805,0.202
0.838,0.607,0.852,0.786,0.721,0.628,0.733,0.172
0.862,0.633,0.815,0.76,0.697,0.629,0.627,0.183
0.864,0.654,0.767,0.766,0.686,0.606,0.495,0.211
0.865,0.66,0.684,0.798,0.664,0.568,0.393,0.197
0.853,0.649,0.65,0.782,0.638,0.517,0.301,0.162
0.836,0.635,0.6,0.802,0.603,0.451,0.163,0.118
0.819,0.615,0.598,0.853,0.584,0.395,0.074,0.076
0.789,0.62,0.663,0.903,0.558,0.341,0.041,0.054
0.774,0.641,0.709,0.929,0.481,0.26,0.038,0.043
0.815,0.687,0.735,0.944,0.427,0.161,0.05,0.026
0.802,0.802,0.804,0.962,0.422,0.077,0.057,0.029
0.792,0.883,0.805,0.961,0.449,0.036,0.059,0.048
0.794,0.912,0.815,0.955,0.493,0.031,0.051,0.094
0.794,0.914,0.847,0.944,0.547,0.057,0.035,0.138
0.784,0.911,0.864,0.925,0.563,0.089,0.03,0.159
0.712,0.895,0.866,0.917,0.547,0.1,0.036,0.156
0.64,0.838,0.853,0.894,0.537,0.129,0.042,0.147
0.615,0.77,0.847,0.873,0.569,0.219,0.032,0.141
0.587,0.727,0.84,0.861,0.624,0.346,0.021,0.159
0.547,0.725,0.828,0.894,0.701,0.461,0.013,0.182
0.491,0.732,0.819,0.914,0.786,0.55,0.012,0.19
0.429,0.74,0.823,0.902,0.815,0.636,0.028,0.183
0.328,0.769,0.822,0.886,0.863,0.697,0.07,0.173
0.187,0.789,0.836,0.88,0.981,0.696,0.113,0.163
0.102,0.8,0.845,0.871,0.981,0.703,0.152,0.15
0.096,0.8,0.839,0.854,0.962,0.716,0.184,0.142
0.13,0.78,0.828,0.846,0.943,0.727,0.211,0.143
0.141,0.742,0.823,0.841,0.921,0.626,0.216,0.145
0.097,0.707,0.802,0.829,0.894,0.621,0.2,0.144
0.106,0.699,0.811,0.819,0.868,0.825,0.159,0.148
0.208,0.694,0.828,0.823,0.845,0.933,0.119,0.156
0.373,0.674,0.823,0.813,0.819,0.936,0.107,0.163
0.493,0.633,0.831,0.816,0.782,0.906,0.081,0.171
0.635,0.588,0.847,0.835,0.79,0.873,0.057,0.183
0.68,0.554,0.899,0.85,0.815,0.859,0.036,0.19
0.644,0.532,0.923,0.872,0.828,0.84,0.019,0.2
0.587,0.51,0.938,0.876,0.82,0.808,0.015,0.198
0.529,0.503,0.95,0.871,0.813,0.77,0.015,0.182
0.488,0.529,0.954,0.869,0.805,0.731,0.023,0.155
0.448,0.541,0.952,0.866,0.792,0.7,0.058,0.124
0.432,0.538,0.949,0.859,0.816,0.673,0.111,0.105
0.447,0.571,0.95,0.841,0.843,0.651,0.181,0.097
0.439,0.627,0.953,0.834,0.856,0.615,0.267,0.109
0.391,0.718,0.954,0.867,0.857,0.589,0.367,0.134
0.304,0.776,0.95,0.905,0.839,0.568,0.47,0.155
0.252,0.82,0.946,0.902,0.721,0.51,0.555,0.155
0.273,0.855,0.944,0.893,0.513,0.442,0.601,0.141
0.372,0.879,0.953,0.874,0.62,0.365,0.62,0.131
0.513,0.906,0.968,0.853,0.78,0.274,0.644,0.127
0.592,0.922,0.973,0.852,0.798,0.196,0.672,0.123
0.668,0.932,0.958,0.872,0.758,0.138,0.702,0.121
0.665,0.936,0.916,0.909,0.707,0.106,0.704,0.119
0.578,0.926,0.861,0.932,0.668,0.081,0.697,0.119
0.484,0.908,0.8,0.93,0.676,0.067,0.678,0.125
0.404,0.886,0.795,0.931,0.729,0.067,0.663,0.141
0.346,0.856,0.822,0.902,0.773,0.07,0.671,0.156
0.359,0.852,0.857,0.884,0.792,0.071,0.658,0.152
0.473,0.85,0.872,0.883,0.796,0.061,0.655,0.145
0.587,0.848,0.896,0.905,0.774,0.039,0.674,0.112
0.648,0.836,0.909,0.92,0.764,0.009,0.679,0.071
0.583,0.825,0.917,0.93,0.769,0.008,0.682,0.039
0.399,0.792,0.903,0.941,0.766,0.044,0.697,0.027
0.188,0.78,0.885,0.953,0.721,0.081,0.701,0.03
0.358,0.76,0.859,0.953,0.65,0.098,0.705,0.034
0.714,0.682,0.836,0.944,0.633,0.114,0.715,0.022
0.822,0.6,0.793,0.938,0.667,0.151,0.743,0.02
0.9,0.511,0.747,0.926,0.668,0.215,0.75,0.046
0.925,0.48,0.762,0.914,0.639,0.276,0.74,0.084
0.93,0.444,0.785,0.916,0.591,0.333,0.728,0.133
0.935,0.425,0.781,0.915,0.523,0.38,0.752,0.196
0.938,0.426,0.78,0.9,0.451,0.385,0.758,0.259
0.938,0.441,0.796,0.878,0.41,0.358,0.753,0.311
0.931,0.465,0.788,0.845,0.373,0.326,0.733,0.352
0.922,0.51,0.782,0.823,0.293,0.305,0.698,0.385
0.911,0.534,0.773,0.81,0.199,0.286,0.658,0.412
0.91,0.533,0.744,0.809,0.104,0.265,0.631,0.407
0.906,0.544,0.674,0.816,0.043,0.251,0.612,0.39
0.898,0.559,0.666,0.836,0.035,0.242,0.614,0.385
0.883,0.562,0.61,0.827,0.136,0.203,0.624,0.395
0.86,0.55,0.558,0.817,0.352,0.163,0.633,0.378
0.867,0.528,0.499,0.809,0.568,0.186,0.642,0.319
0.867,0.508,0.481,0.808,0.703,0.269,0.617,0.28
0.834,0.512,0.535,0.822,0.798,0.409,0.612,0.247
0.792,0.558,0.587,0.811,0.872,0.556,0.593,0.216
0.75,0.568,0.593,0.815,0.92,0.665,0.588,0.197
0.66,0.542,0.578,0.822,0.906,0.708,0.544,0.179
0.534,0.488,0.566,0.808,0.843,0.7,0.465,0.154
0.361,0.429,0.516,0.784,0.973,0.739,0.376,0.131
0.231,0.365,0.445,0.764,0.984,0.797,0.257,0.124
0.134,0.309,0.431,0.724,0.978,0.833,0.175,0.138
0.047,0.248,0.425,0.68,0.972,0.83,0.198,0.167
0.006,0.194,0.445,0.65,0.964,0.805,0.364,0.204
0.047,0.145,0.481,0.624,0.957,0.773,0.524,0.24
0.128,0.104,0.509,0.61,0.95,0.675,0.636,0.277
0.207,0.074,0.523,0.612,0.944,0.516,0.729,0.309
0.498,0.047,0.523,0.622,0.937,0.347,0.787,0.325
0.822,0.022,0.517,0.64,0.927,0.223,0.805,0.322
0.904,0.01,0.506,0.655,0.917,0.145,0.834,0.305
0.92,0.018,0.494,0.665,0.9,0.117,0.868,0.281
0.903,0.03,0.491,0.651,0.877,0.176,0.892,0.246
0.865,0.048,0.492,0.655,0.859,0.308,0.908,0.211
0.811,0.084,0.503,0.671,0.836,0.444,0.914,0.216
0.768,0.149,0.518,0.682,0.844,0.513,0.905,0.236
0.722,0.239,0.535,0.694,0.85,0.547,0.884,0.226
0.712,0.274,0.498,0.708,0.824,0.563,0.828,0.201
0.744,0.258,0.426,0.721,0.782,0.538,0.726,0.161
0.72,0.221,0.441,0.768,0.679,0.498,0.532,0.115
0.683,0.167,0.538,0.792,0.591,0.447,0.328,0.075
0.657,0.132,0.575,0.809,0.491,0.367,0.184,0.037
0.665,0.127,0.571,0.819,0.387,0.316,0.111,0.028
0.699,0.141,0.571,0.824,0.341,0.311,0.103,0.045
0.732,0.165,0.566,0.824,0.257,0.332,0.134,0.067
0.762,0.214,0.582,0.813,0.159,0.324,0.167,0.064
0.783,0.299,0.627,0.784,0.173,0.28,0.208,0.063
0.817,0.396,0.646,0.759,0.057,0.337,0.245,0.085
0.844,0.45,0.632,0.753,0.006,0.366,0.277,0.119
0.852,0.441,0.602,0.759,0.019,0.38,0.309,0.155
0.828,0.4,0.622,0.768,0.077,0.443,0.344,0.184
0.805,0.346,0.63,0.782,0.194,0.503,0.393,0.209
0.778,0.314,0.637,0.787,0.292,0.546,0.429,0.24
0.814,0.334,0.625,0.796,0.396,0.578,0.486,0.277
0.852,0.386,0.581,0.782,0.508,0.595,0.531,0.322
0.836,0.429,0.578,0.785,0.587,0.615,0.621,0.358
0.805,0.476,0.569,0.756,0.644,0.666,0.615,0.354
0.782,0.535,0.555,0.745,0.684,0.734,0.574,0.325
0.758,0.575,0.529,0.747,0.714,0.805,0.538,0.318
0.735,0.611,0.51,0.751,0.756,0.859,0.491,0.337
0.707,0.634,0.5,0.737,0.802,0.853,0.488,0.354
0.687,0.594,0.481,0.733,0.912,0.777,0.444,0.328
0.678,0.563,0.433,0.71,0.937,0.768,0.412,0.333
0.67,0.532,0.378,0.667,0.929,0.811,0.48,0.344
0.694,0.488,0.355,0.616,0.932,0.848,0.491,0.344
0.716,0.457,0.333,0.571,0.923,0.885,0.494,0.317
0.71,0.422,0.299,0.519,0.912,0.892,0.474,0.281
0.721,0.379,0.258,0.46,0.902,0.878,0.447,0.278
0.701,0.346,0.208,0.417,0.892,0.844,0.388,0.304
0.68,0.392,0.227,0.441,0.885,0.821,0.34,0.344
0.721,0.481,0.285,0.476,0.884,0.816,0.286,0.394
0.76,0.563,0.322,0.479,0.884,0.806,0.234,0.412
0.792,0.622,0.334,0.455,0.876,0.785,0.224,0.427
0.875,0.657,0.333,0.417,0.871,0.755,0.242,0.385
0.935,0.673,0.328,0.379,0.863,0.728,0.29,0.348
0.953,0.658,0.325,0.333,0.862,0.689,0.308,0.285
0.944,0.632,0.337,0.279,0.864,0.694,0.296,0.255
0.92,0.61,0.368,0.242,0.859,0.719,0.27,0.232
0.878,0.598,0.398,0.224,0.862,0.771,0.241,0.216
0.848,0.583,0.435,0.21,0.842,0.807,0.244,0.175
0.828,0.568,0.451,0.207,0.818,0.815,0.22,0.173
0.828,0.571,0.464,0.233,0.788,0.813,0.198,0.179
0.824,0.587,0.489,0.257,0.768,0.823,0.188,0.148
0.823,0.602,0.508,0.281,0.764,0.822,0.174,0.114
0.842,0.616,0.508,0.309,0.793,0.808,0.16,0.094
0.862,0.572,0.479,0.307,0.783,0.781,0.138,0.08
0.89,0.479,0.447,0.298,0.749,0.756,0.1,0.07
0.903,0.429,0.453,0.266,0.754,0.763,0.075,0.053
0.907,0.376,0.547,0.221,0.776,0.796,0.051,0.044
0.915,0.358,0.61,0.191,0.77,0.831,0.036,0.052
0.923,0.385,0.622,0.189,0.721,0.866,0.038,0.073
0.918,0.441,0.621,0.203,0.636,0.895,0.06,0.09
0.893,0.503,0.616,0.237,0.566,0.92,0.098,0.096
0.848,0.59,0.646,0.299,0.523,0.933,0.142,0.097
0.782,0.653,0.671,0.333,0.542,0.92,0.179,0.097
0.754,0.672,0.658,0.324,0.55,0.897,0.208,0.097
0.733,0.652,0.636,0.301,0.505,0.874,0.217,0.097
0.654,0.623,0.61,0.281,0.44,0.843,0.206,0.087
0.607,0.596,0.571,0.27,0.404,0.811,0.207,0.081
0.59,0.554,0.536,0.266,0.39,0.795,0.223,0.084
0.556,0.533,0.522,0.26,0.4,0.754,0.24,0.09
0.547,0.526,0.536,0.244,0.444,0.682,0.239,0.098
0.488,0.531,0.554,0.222,0.464,0.595,0.213,0.107
0.431,0.553,0.554,0.195,0.464,0.511,0.168,0.116
0.419,0.578,0.557,0.165,0.441,0.438,0.121,0.14
0.41,0.587,0.556,0.145,0.415,0.385,0.094,0.164
0.377,0.587,0.529,0.13,0.421,0.367,0.093,0.178
0.394,0.585,0.501,0.126,0.458,0.361,0.129,0.178
0.432,0.577,0.491,0.137,0.501,0.34,0.226,0.155
0.423,0.529,0.457,0.142,0.454,0.313,0.298,0.126
0.439,0.453,0.397,0.13,0.382,0.305,0.441,0.105
0.535,0.417,0.348,0.118,0.379,0.324,0.565,0.093
0.671,0.458,0.358,0.11,0.385,0.358,0.562,0.09
0.795,0.431,0.378,0.098,0.508,0.405,0.556,0.098
0.868,0.391,0.381,0.096,0.672,0.49,0.571,0.122
0.896,0.356,0.375,0.109,0.792,0.558,0.607,0.153
0.87,0.309,0.361,0.152,0.89,0.592,0.613,0.206
0.796,0.28,0.397,0.211,0.952,0.639,0.601,0.288
0.7,0.27,0.451,0.265,0.98,0.701,0.587,0.359
0.583,0.275,0.462,0.311,0.986,0.779,0.587,0.388
0.458,0.307,0.448,0.337,0.983,0.853,0.594,0.392
0.366,0.37,0.439,0.344,0.935,0.898,0.567,0.373
0.219,0.457,0.457,0.342,0.913,0.94,0.57,0.334
0.111,0.558,0.491,0.331,0.89,0.947,0.582,0.285
0.05,0.62,0.513,0.31,0.838,0.919,0.578,0.226
0.098,0.641,0.501,0.288,0.802,0.837,0.599,0.158
0.256,0.63,0.473,0.276,0.792,0.715,0.639,0.103
0.482,0.578,0.447,0.274,0.762,0.615,0.681,0.071
0.671,0.544,0.407,0.262,0.731,0.598,0.712,0.061
0.708,0.509,0.328,0.223,0.589,0.607,0.722,0.064
0.58,0.524,0.274,0.196,0.383,0.647,0.731,0.07
0.395,0.62,0.248,0.195,0.309,0.667,0.758,0.08
0.386,0.735,0.234,0.192,0.222,0.68,0.747,0.087
0.517,0.71,0.212,0.18,0.156,0.693,0.696,0.067
0.596,0.66,0.2,0.175,0.102,0.687,0.727,0.035
0.71,0.632,0.283,0.179,0.06,0.677,0.746,0.018
0.752,0.65,0.405,0.169,0.023,0.635,0.767,0.01
0.736,0.665,0.488,0.156,0.011,0.521,0.774,0.012
0.676,0.653,0.486,0.149,0.007,0.388,0.773,0.014
0.592,0.598,0.432,0.163,0.011,0.341,0.773,0.011
0.52,0.514,0.376,0.241,0.014,0.345,0.777,0.019
0.516,0.417,0.378,0.373,0.016,0.358,0.773,0.061
0.546,0.344,0.444,0.444,0.03,0.342,0.758,0.128
0.578,0.304,0.49,0.456,0.063,0.285,0.756,0.205
0.547,0.329,0.546,0.458,0.086,0.227,0.76,0.268
0.458,0.443,0.619,0.481,0.101,0.201,0.76,0.302
0.405,0.571,0.733,0.52,0.175,0.189,0.74,0.336
0.405,0.66,0.804,0.558,0.334,0.175,0.691,0.397
0.416,0.714,0.83,0.588,0.439,0.19,0.635,0.481
0.399,0.749,0.879,0.622,0.434,0.244,0.572,0.583
0.358,0.786,0.904,0.618,0.361,0.311,0.49,0.673
0.305,0.809,0.933,0.592,0.296,0.377,0.398,0.73
0.26,0.818,0.956,0.599,0.301,0.442,0.362,0.729
0.216,0.823,0.981,0.617,0.385,0.499,0.358,0.7
0.166,0.837,0.99,0.689,0.491,0.566,0.373,0.68
0.108,0.851,0.985,0.762,0.542,0.644,0.41,0.66
0.057,0.877,0.952,0.794,0.531,0.728,0.458,0.636
0.042,0.91,0.86,0.808,0.488,0.778,0.514,0.616
0.045,0.94,0.762,0.834,0.432,0.805,0.616,0.599
0.074,0.94,0.759,0.85,0.385,0.81,0.703,0.588
0.16,0.932,0.787,0.867,0.361,0.766,0.77,0.613
0.271,0.903,0.835,0.882,0.382,0.707,0.797,0.646
0.322,0.879,0.865,0.891,0.441,0.673,0.79,0.672
0.305,0.859,0.874,0.889,0.513,0.632,0.777,0.671
0.237,0.869,0.869,0.872,0.615,0.557,0.788,0.641
0.129,0.876,0.856,0.828,0.707,0.456,0.809,0.638
0.017,0.87,0.808,0.77,0.771,0.344,0.804,0.651
0.083,0.862,0.769,0.701,0.797,0.263,0.759,0.679
0.337,0.867,0.758,0.596,0.793,0.231,0.607,0.713
0.571,0.85,0.729,0.547,0.781,0.221,0.363,0.769
0.648,0.869,0.709,0.576,0.772,0.234,0.197,0.827
0.658,0.91,0.701,0.601,0.761,0.26,0.129,0.862
0.652,0.906,0.716,0.638,0.764,0.292,0.139,0.87
0.66,0.903,0.712,0.669,0.76,0.314,0.223,0.866
0.658,0.91,0.705,0.647,0.78,0.339,0.436,0.844
0.652,0.902,0.719,0.632,0.822,0.397,0.617,0.827
0.601,0.899,0.773,0.632,0.847,0.463,0.664,0.843
0.531,0.894,0.792,0.634,0.868,0.503,0.639,0.862
0.467,0.884,0.823,0.619,0.883,0.521,0.627,0.846
0.376,0.871,0.801,0.619,0.88,0.51,0.602,0.808
0.25,0.829,0.715,0.638,0.853,0.488,0.529,0.749
0.12,0.824,0.62,0.663,0.812,0.468,0.429,0.718
0.048,0.843,0.503,0.689,0.765,0.422,0.391,0.659
0.021,0.858,0.491,0.696,0.682,0.381,0.404,0.596
0.013,0.876,0.547,0.727,0.607,0.348,0.401,0.61
0.009,0.921,0.641,0.746,0.55,0.299,0.381,0.657
0.004,0.969,0.746,0.734,0.505,0.247,0.373,0.658
0.003,0.988,0.869,0.697,0.452,0.191,0.331,0.607
0.059,0.991,0.957,0.654,0.381,0.166,0.255,0.532
0.118,0.989,0.984,0.663,0.354,0.175,0.213,0.473
0.089,0.986,0.99,0.758,0.345,0.181,0.241,0.412
0.041,0.985,0.989,0.842,0.34,0.188,0.262,0.374
0.027,0.985,0.985,0.915,0.287,0.197,0.288,0.353
0.059,0.983,0.977,0.964,0.2,0.208,0.249,0.34
0.126,0.986,0.958,0.976,0.123,0.224,0.173,0.349
0.198,0.987,0.935,0.965,0.066,0.231,0.123,0.361
0.27,0.988,0.918,0.944,0.042,0.221,0.072,0.355
0.383,0.987,0.904,0.94,0.041,0.186,0.039,0.388
0.548,0.985,0.885,0.953,0.053,0.15,0.035,0.42
0.624,0.981,0.861,0.955,0.057,0.129,0.042,0.451
0.708,0.969,0.831,0.968,0.053,0.131,0.048,0.451
0.76,0.943,0.81,0.983,0.052,0.132,0.035,0.468
0.758,0.923,0.812,0.99,0.058,0.115,0.026,0.466
0.753,0.915,0.825,0.991,0.082,0.087,0.057,0.46
0.729,0.896,0.841,0.99,0.115,0.055,0.091,0.466
0.668,0.868,0.852,0.991,0.136,0.04,0.11,0.494
0.63,0.87,0.827,0.99,0.105,0.049,0.145,0.559
0.569,0.901,0.804,0.988,0.078,0.069,0.166,0.584
0.541,0.91,0.8,0.98,0.086,0.054,0.171,0.598
0.529,0.924,0.804,0.968,0.097,0.02,0.154,0.576
0.506,0.939,0.817,0.953,0.084,0.003,0.127,0.55
0.433,0.943,0.828,0.936,0.08,0.009,0.097,0.556
0.325,0.948,0.842,0.922,0.101,0.027,0.062,0.576
0.285,0.955,0.85,0.91,0.157,0.038,0.05,0.599
0.241,0.962,0.859,0.885,0.229,0.043,0.047,0.659
0.167,0.954,0.841,0.844,0.29,0.061,0.061,0.705
0.096,0.937,0.833,0.807,0.298,0.088,0.103,0.737
0.05,0.914,0.808,0.781,0.248,0.114,0.276,0.733
0.033,0.868,0.79,0.766,0.18,0.141,0.465,0.758
0.036,0.824,0.778,0.766,0.151,0.193,0.529,0.781
0.047,0.792,0.782,0.757,0.154,0.255,0.751,0.817
0.068,0.765,0.787,0.757,0.169,0.307,0.838,0.83
0.103,0.726,0.799,0.755,0.184,0.349,0.88,0.876
0.145,0.689,0.816,0.756,0.205,0.397,0.899,0.888
0.206,0.64,0.804,0.748,0.223,0.426,0.9,0.889
0.294,0.581,0.79,0.73,0.223,0.444,0.896,0.87
0.344,0.555,0.762,0.701,0.21,0.491,0.894,0.85
0.311,0.55,0.732,0.658,0.201,0.578,0.892,0.879
0.232,0.535,0.703,0.607,0.196,0.689,0.881,0.887
0.206,0.498,0.643,0.562,0.202,0.755,0.855,0.893
0.239,0.426,0.557,0.515,0.178,0.779,0.851,0.89
0.337,0.367,0.55,0.473,0.127,0.788,0.844,0.875
0.458,0.331,0.553,0.448,0.101,0.787,0.834,0.856
0.58,0.327,0.519,0.429,0.081,0.781,0.822,0.83
0.693,0.34,0.47,0.405,0.065,0.737,0.804,0.808
0.778,0.319,0.407,0.366,0.057,0.704,0.779,0.79
0.829,0.275,0.354,0.349,0.047,0.679,0.762,0.771
0.869,0.258,0.34,0.36,0.045,0.675,0.772,0.753
0.891,0.253,0.323,0.385,0.054,0.66,0.787,0.754
0.876,0.245,0.297,0.423,0.058,0.607,0.815,0.738
0.881,0.239,0.276,0.46,0.056,0.504,0.848,0.714
0.88,0.228,0.266,0.491,0.048,0.395,0.861,0.686
0.865,0.223,0.274,0.523,0.045,0.319,0.863,0.606
0.848,0.23,0.297,0.539,0.067,0.277,0.879,0.558
0.853,0.244,0.324,0.542,0.112,0.216,0.905,0.552
0.868,0.27,0.346,0.535,0.14,0.146,0.93,0.454
0.878,0.31,0.348,0.525,0.138,0.1,0.944,0.49
0.878,0.347,0.341,0.516,0.14,0.075,0.953,0.487
0.868,0.394,0.336,0.504,0.154,0.057,0.966,0.525
0.858,0.454,0.328,0.469,0.179,0.036,0.975,0.592
0.859,0.498,0.283,0.408,0.225,0.021,0.979,0.66
0.858,0.461,0.229,0.34,0.275,0.02,0.981,0.707
0.85,0.363,0.193,0.286,0.308,0.042,0.982,0.726
0.836,0.276,0.177,0.245,0.312,0.092,0.984,0.731
0.851,0.227,0.158,0.204,0.296,0.135,0.985,0.754
0.823,0.195,0.136,0.184,0.306,0.154,0.982,0.795
0.794,0.2,0.113,0.173,0.348,0.167,0.979,0.827
0.751,0.18,0.123,0.159,0.388,0.162,0.978,0.844
0.694,0.154,0.137,0.154,0.429,0.14,0.98,0.857
0.64,0.138,0.175,0.151,0.467,0.123,0.981,0.868
0.58,0.12,0.209,0.149,0.564,0.141,0.982,0.884
0.581,0.106,0.216,0.142,0.687,0.201,0.984,0.893
0.575,0.071,0.238,0.133,0.753,0.305,0.985,0.892
0.498,0.045,0.269,0.12,0.788,0.407,0.986,0.87
0.385,0.039,0.305,0.098,0.798,0.479,0.987,0.843
0.26,0.038,0.348,0.063,0.791,0.508,0.989,0.796
0.167,0.055,0.413,0.03,0.787,0.507,0.991,0.739
0.099,0.105,0.476,0.015,0.785,0.488,0.991,0.698
0.05,0.168,0.519,0.009,0.776,0.464,0.991,0.68
0.022,0.223,0.585,0.009,0.761,0.448,0.99,0.668
0.013,0.264,0.671,0.022,0.734,0.448,0.99,0.63
0.021,0.322,0.707,0.054,0.698,0.467,0.991,0.578
0.038,0.416,0.672,0.093,0.653,0.505,0.991,0.54
0.063,0.508,0.607,0.146,0.597,0.536,0.99,0.524
0.084,0.557,0.601,0.22,0.548,0.552,0.986,0.508
0.102,0.586,0.641,0.323,0.516,0.547,0.98,0.449
0.134,0.596,0.676,0.414,0.495,0.524,0.975,0.358
0.174,0.577,0.691,0.479,0.476,0.502,0.972,0.262
0.286,0.589,0.708,0.531,0.479,0.494,0.97,0.203
0.457,0.761,0.698,0.529,0.493,0.535,0.969,0.19
0.553,0.914,0.758,0.502,0.515,0.6,0.962,0.247
0.605,0.902,0.808,0.529,0.537,0.658,0.94,0.377
0.633,0.825,0.831,0.714,0.547,0.701,0.909,0.529
0.647,0.707,0.825,0.845,0.566,0.738,0.89,0.615
0.636,0.589,0.769,0.867,0.587,0.75,0.848,0.662
0.68,0.486,0.698,0.862,0.633,0.779,0.815,0.745
0.698,0.35,0.606,0.841,0.688,0.807,0.768,0.833
0.668,0.262,0.523,0.813,0.726,0.818,0.751,0.866
0.627,0.188,0.401,0.788,0.735,0.797,0.754,0.862
0.583,0.171,0.328,0.764,0.74,0.732,0.805,0.882
0.542,0.241,0.318,0.737,0.723,0.681,0.857,0.899
0.506,0.335,0.292,0.687,0.726,0.6,0.875,0.932
0.486,0.434,0.277,0.641,0.677,0.529,0.85,0.946
0.479,0.573,0.341,0.617,0.638,0.455,0.827,0.944
0.461,0.702,0.434,0.563,0.537,0.42,0.813,0.944
0.434,0.797,0.556,0.439,0.476,0.42,0.782,0.941
0.379,0.877,0.692,0.275,0.432,0.438,0.729,0.931
0.319,0.919,0.822,0.142,0.397,0.457,0.618,0.919
